model,accuracy,precision_high,precision_low,precision_macro,precision_weighted,recall_high,recall_low,recall_macro,recall_weighted,f1_high,f1_low,f1_macro,f1_weighted,support_high,support_low,roc_auc
Decision Tree,0.5470666666666667,0.31275303643724695,0.7001763668430335,0.5064647016401402,0.5820380792912957,0.4053344993441189,0.6092461154805294,0.5072903074123242,0.5470666666666667,0.35307560464673393,0.6515540055390296,0.5023148050928818,0.560537991826939,2287,5213,0.5090742166815648
